datetime	reltime	speed	adxl_x	adxl_y	adxl_z	mpu_x	x2	mpu_y	y2	mpu_z	gx	gy	gz	yaw	pitch	roll	d	speed_real	
2014-02-01_17:09:32_439780	1483837.5	13.2	61	191	-232	-0.4301757813	-21.5087890625	0.2482910156	12.4145507813	0.6748046875	-12.3893129771	1.8320610687	-1.3053435115	0	0	0	15.11	270	
2014-02-01_17:09:32_552690	1495130	13.3	76	180	-237	-0.3923339844	-19.6166992188	-0.1357421875	-6.787109375	1.1135253906	1.1984732824	0.8015267176	-0.9847328244	0	0	0	15.91	270	
2014-02-01_17:09:32_664749	1506335.609375	13.4	-46	124	-146	-0.4653320313	-23.2666015625	0.3479003906	17.3950195313	0.9326171875	-2.465648855	2.3053435115	0	0	0	0	14.76	270	
2014-02-01_17:09:32_777547	1517615.8125	13.5	-17	207	-238	-0.4682617188	-23.4130859375	-0.0122070313	-0.6103515625	0.8461914063	-0.213740458	3.0763358779	-0.3816793893	0	0	0	15.91	271	
2014-02-01_17:09:32_889910	1528851.3125	13.6	63	113	-256	-0.6069335938	-30.3466796875	0.0397949219	1.9897460938	0.6904296875	3.8549618321	4.1145038168	-2.0152671756	0	0	0	16.25	271	
2014-02-01_17:09:33_003116	1540176.8125	13.7	19	218	-250	-0.431640625	-21.58203125	0.14453125	7.2265625	1.0441894531	-6.5419847328	2.7938931298	0.2977099237	0	0	0	15.56	272	
2014-02-01_17:09:33_115470	1551407.71875	13.8	75	156	-207	-0.4936523438	-24.6826171875	0.0717773438	3.5888671875	1.4296875	-6.7938931298	4.9007633588	0.7557251908	0	0	0	15.15	272	
2014-02-01_17:09:33_229347	1562795.796875	13.9	91	117	-264	-0.7456054688	-37.2802734375	-0.0534667969	-2.6733398438	1.55859375	-2.9465648855	5.6564885496	1.4351145038	0	0	0	27.69	272	
2014-02-01_17:09:33_341792	1574039.90625	14	121	198	-229	-0.5183105469	-25.9155273438	-0.078125	-3.90625	1.298828125	-0.2442748092	7.1679389313	0.8015267176	0	0	0	14.33	273	
2014-02-01_17:09:33_454741	1585335.296875	14.1	57	112	-82	-0.3737792969	-18.6889648438	0.296875	14.84375	1.0380859375	0.7938931298	4.9312977099	1.320610687	0	0	0	16.12	273	
2014-02-01_17:09:33_566796	1596540.203125	14.2	33	98	-191	-0.4851074219	-24.2553710938	0.1647949219	8.2397460938	0.6240234375	-2.9312977099	2.9007633588	1.6259541985	0	0	0	14.6	273	
2014-02-01_17:09:33_680698	1607931.390625	14.3	115	250	-207	-0.359375	-17.96875	0.3432617188	17.1630859375	1.6481933594	-3.3740458015	5.3358778626	1.6564885496	0	0	0	16.44	274	
2014-02-01_17:09:33_793524	1619213.1875	14.4	93	275	-248	-0.6157226563	-30.7861328125	-0.064453125	-3.22265625	0.4497070313	1.5114503817	2.8396946565	-0.8702290076	0	0	0	26.89	274	
2014-02-01_17:09:33_906507	1630511.484375	14.5	-103	17	-32	-0.5568847656	-27.8442382813	-0.0119628906	-0.5981445313	0.3449707031	0.8015267176	4.7404580153	-1.3282442748	0	0	0	15.77	275	
2014-02-01_17:09:34_019541	1641815.015625	14.6	-43	127	-44	-0.4340820313	-21.7041015625	0.3317871094	16.5893554688	0.8151855469	-3.465648855	3.5267175573	0.3053435115	0	0	0	15.49	275	
2014-02-01_17:09:34_132914	1653152.296875	14.7	81	198	-299	-0.5163574219	-25.8178710938	0.2614746094	13.0737304688	0.5324707031	-0.106870229	1.8702290076	1.8320610687	0	0	0	14.67	275	
2014-02-01_17:09:34_246102	1664471.5	14.8	209	255	-364	-0.5329589844	-26.6479492188	0.1594238281	7.9711914063	0.5490722656	-3.6488549618	2.0534351145	-1.2977099237	0	0	0	15.03	276	
2014-02-01_17:09:34_359186	1675779.40625	14.9	-81	118	-282	-0.5983886719	-29.9194335938	0.3874511719	19.3725585938	1.8256835938	-5.1145038168	5.0687022901	1.2061068702	0	0	0	32.62	276	
2014-02-01_17:09:34_472159	1687076.609375	15	-135	35	-138	-0.7219238281	-36.0961914063	0.0883789063	4.4189453125	0.67578125	1.6488549618	6.4351145038	-1.5877862595	0	0	0	15.49	276	
2014-02-01_17:09:34_584537	1698313.890625	15.1	73	252	-310	-0.5554199219	-27.7709960938	0.3630371094	18.1518554688	0.2958984375	-5.7938931298	5.534351145	-0.2366412214	0	0	0	15.22	277	
2014-02-01_17:09:34_712211	1711082	15.2	148	147	-144	-0.5913085938	-29.5654296875	0.2607421875	13.037109375	0.2265625	-0.1297709924	3.4122137405	-1.8396946565	0	0	0	16.93	277	
2014-02-01_17:09:34_827394	1722632.90625	15.3	78	356	-208	-0.4982910156	-24.9145507813	0.2385253906	11.9262695313	1.0141601563	2.0229007634	3.4961832061	-1.9389312977	0	0	0	28.57	278	
2014-02-01_17:09:34_941015	1733962.09375	15.4	180	88	-140	-0.390625	-19.53125	-0.1931152344	-9.6557617188	0.6157226563	-4.3511450382	2.5648854962	1.3129770992	0	0	0	14.74	278	
2014-02-01_17:09:35_053746	1745235.203125	15.5	-70	-10	-203	-0.5852050781	-29.2602539063	-0.4133300781	-20.6665039063	0.0822753906	-5.9160305344	4.9923664122	1.641221374	0	0	0	15.62	278	
2014-02-01_17:09:35_166929	1756560.421875	15.6	114	285	-317	-0.4704589844	-23.5229492188	0.2043457031	10.2172851563	0.5859375	7.4351145038	4.6335877863	-1.9923664122	0	0	0	15.56	279	
2014-02-01_17:09:35_280860	1767946.40625	15.7	235	218	-470	-0.6411132813	-32.0556640625	-0.2495117188	-12.4755859375	0.1884765625	-5.6946564885	3.2977099237	-1.9007633588	0	0	0	15.06	279	
2014-02-01_17:09:35_393453	1779205.796875	15.8	97	314	-223	-0.69140625	-34.5703125	-0.2658691406	-13.2934570313	0.6223144531	2.8167938931	2.0152671756	-0.8396946565	0	0	0	14.65	280	
2014-02-01_17:09:35_506506	1790512.203125	15.9	176	136	-417	-0.4416503906	-22.0825195313	0.0830078125	4.150390625	0.5869140625	-5.1755725191	3.6335877863	-0.1374045802	0	0	0	16.29	280	
2014-02-01_17:09:35_619244	1801792.8125	16	204	206	-273	-0.2763671875	-13.818359375	0.5119628906	25.5981445313	1.4187011719	-7.3740458015	5.572519084	-0.0687022901	0	0	0	16.34	280	
2014-02-01_17:09:35_732749	1813136.8125	16.1	6	130	-198	-0.4680175781	-23.4008789063	0.2001953125	10.009765625	0.6462402344	-3.4198473282	-0.5954198473	0.6183206107	0	0	0	16.64	281	
2014-02-01_17:09:35_844905	1824351.203125	16.2	56	7	-187	-0.3771972656	-18.8598632813	0.4118652344	20.5932617188	1.4660644531	-9.9160305344	6.465648855	1.1526717557	0	0	0	13.94	281	
2014-02-01_17:09:35_958221	1835684.296875	16.3	-46	152	-210	-0.5747070313	-28.7353515625	0.3718261719	18.5913085938	0.9692382813	-0.8625954198	5.7938931298	0.1755725191	0	0	0	15.37	281	
2014-02-01_17:09:36_070491	1846910.109375	16.4	-5	154	-313	-0.599609375	-29.98046875	-0.3010253906	-15.0512695313	1.6694335938	-8.9694656489	7.1603053435	1.3282442748	0	0	0	14.35	282	
2014-02-01_17:09:36_183712	1858233.296875	16.5	114	190	-116	-0.658203125	-32.91015625	-0.2153320313	-10.7666015625	1.0209960938	-0.1297709924	4.9389312977	-0.8320610687	0	0	0	13.58	282	
2014-02-01_17:09:36_296439	1869504.609375	16.6	-2	91	-223	-0.4016113281	-20.0805664063	-0.2702636719	-13.5131835938	1.544921875	-6.5572519084	2.9770992366	1.320610687	0	0	0	20.81	283	
2014-02-01_17:09:36_410426	1880904	16.7	138	220	-386	-0.55859375	-27.9296875	0.193359375	9.66796875	0.2368164063	-3.8473282443	-3.8778625954	0.2824427481	0	0	0	33.42	283	
2014-02-01_17:09:36_523046	1892165.296875	16.8	-47	16	-200	-0.5659179688	-28.2958984375	0.5358886719	26.7944335938	0.8984375	0.641221374	2.6641221374	-1.4732824427	0	0	0	22.9	283	
2014-02-01_17:09:36_636465	1903507.296875	16.9	-39	37	-204	-0.5959472656	-29.7973632813	-0.2158203125	-10.791015625	1.0844726563	0.0763358779	3.7938931298	-0.4198473282	0	0	0	23.61	284	
2014-02-01_17:09:36_749664	1914827.109375	17	149	55	-301	-0.5354003906	-26.7700195313	0.0573730469	2.8686523438	0.5705566406	-10.2977099237	-0.8396946565	-0.4427480916	0	0	0	23.09	284	
2014-02-01_17:09:36_863213	1926183.3125	17.1	-107	76	-211	-0.6333007813	-31.6650390625	0.400390625	20.01953125	1.00390625	10.1526717557	3.0305343511	-1.3740458015	0	0	0	24.48	284	
2014-02-01_17:09:36_975528	1937413.40625	17.2	-59	190	-274	-0.2438964844	-12.1948242188	-0.4777832031	-23.8891601563	0.5266113281	-9.6335877863	2.4732824427	2.2900763359	0	0	0	17.76	285	
2014-02-01_17:09:37_089168	1948778.59375	17.3	146	177	-278	-0.4611816406	-23.0590820313	0.0695800781	3.4790039063	0.7331542969	-11.6106870229	-4.3053435115	-1.6030534351	0	0	0	21.2	285	
2014-02-01_17:09:37_202126	1960073.796875	17.4	-106	-36	-116	-0.6174316406	-30.8715820313	-0.2221679688	-11.1083984375	0.7438964844	-3.2748091603	-0.1984732824	-3.0229007634	0	0	0	19.67	286	
2014-02-01_17:09:37_315346	1971402.609375	17.5	86	242	-182	-0.5141601563	-25.7080078125	-0.1794433594	-8.9721679688	1.2497558594	-1.7022900763	2.3893129771	0.213740458	0	0	0	18.58	286	
2014-02-01_17:09:37_427957	1982656.90625	17.6	119	109	-209	-0.3486328125	-17.431640625	0.3645019531	18.2250976563	0.8518066406	-5.1297709924	5.572519084	1.3740458015	0	0	0	16.96	286	
2014-02-01_17:09:37_541371	1993997.8125	17.7	194	222	-320	-0.6013183594	-30.0659179688	-0.2248535156	-11.2426757813	0.8542480469	2.4503816794	-0.1221374046	-2.8625954198	0	0	0	22.78	287	
2014-02-01_17:09:37_653673	2005228.203125	17.8	-6	237	-157	-0.4680175781	-23.4008789063	0.2893066406	14.4653320313	0.546875	-10.9618320611	-3.1221374046	-2.7938931298	0	0	0	17.07	287	
2014-02-01_17:09:37_766876	2016548.296875	17.9	115	255	-177	-0.4970703125	-24.853515625	0.2963867188	14.8193359375	0.1762695313	-9.1679389313	-4.8320610687	-1.6030534351	0	0	0	18.09	288	
2014-02-01_17:09:37_879457	2027806.296875	18	205	274	-167	-0.4926757813	-24.6337890625	0.2185058594	10.9252929688	0.97265625	-0.534351145	-5.2519083969	-1.4351145038	0	0	0	17.56	288	
2014-02-01_17:09:37_992644	2039126.109375	18.1	53	316	-345	-0.5495605469	-27.4780273438	0.1804199219	9.0209960938	1.0095214844	0.3740458015	-2.0076335878	-0.0381679389	0	0	0	15.5	288	
2014-02-01_17:09:38_104900	2050350.5	18.2	-48	71	-272	-0.3371582031	-16.8579101563	-0.1188964844	-5.9448242188	1.2004394531	2.0152671756	-2.4503816794	0.8702290076	0	0	0	17.36	289	
2014-02-01_17:09:38_218013	2061662.21875	18.3	-42	56	-98	-0.5258789063	-26.2939453125	-0.0173339844	-0.8666992188	0.96875	3.4885496183	0.6183206107	-0.7938931298	0	0	0	17.73	289	
2014-02-01_17:09:38_330579	2072918.1875	18.4	67	175	-290	-0.4458007813	-22.2900390625	0.0395507813	1.9775390625	0.8181152344	-5.6183206107	5.5954198473	-1.3129770992	0	0	0	17.51	289	
2014-02-01_17:09:38_443797	2084241.1875	18.5	105	254	-209	-0.4885253906	-24.4262695313	0.2678222656	13.3911132813	1.1765136719	-1.4732824427	6.8015267176	-0.106870229	0	0	0	16.98	290	
2014-02-01_17:09:38_556652	2095526.3125	18.6	-120	-52	-214	-0.3359375	-16.796875	-0.1010742188	-5.0537109375	1.0756835938	1.4045801527	6.641221374	-0.4961832061	0	0	0	15.94	290	
2014-02-01_17:09:38_669638	2106858.015625	18.7	93	164	-144	-0.4675292969	-23.3764648438	0.1389160156	6.9458007813	1.1752929688	-0.0458015267	4.9007633588	0.6564885496	0	0	0	15.52	291	
2014-02-01_17:09:38_782203	2118081.203125	18.8	-64	83	-175	-0.4267578125	-21.337890625	0.01171875	0.5859375	0.6652832031	-2.4580152672	5.8396946565	-0.8320610687	0	0	0	16.12	291	
2014-02-01_17:09:38_895175	2129378	18.9	35	111	-216	-0.2951660156	-14.7583007813	0.0329589844	1.6479492188	0.3662109375	4.5648854962	-1.7099236641	2.0534351145	0	0	0	16.71	291	
2014-02-01_17:09:39_007682	2140629.5	19	-115	48	-110	-0.4418945313	-22.0947265625	0.1560058594	7.8002929688	0.0888671875	-6.3664122137	-0.5419847328	0.5267175573	0	0	0	18.82	292	
2014-02-01_17:09:39_120680	2151929.109375	19.1	-48	-9	-204	-0.4484863281	-22.4243164063	0.0600585938	3.0029296875	0.4934082031	-7.5877862595	-1.2671755725	1.9389312977	0	0	0	17.31	292	
2014-02-01_17:09:39_234107	2163271.484375	19.2	-41	7	-268	-0.4345703125	-21.728515625	0.2131347656	10.6567382813	0.6560058594	-6.7251908397	2.8396946565	-1.6641221374	0	0	0	16.83	292	
2014-02-01_17:09:39_346521	2174512.8125	19.3	130	211	-237	-0.4833984375	-24.169921875	-0.224609375	-11.23046875	1.3022460938	2.9160305344	-0.2442748092	-1.3053435115	0	0	0	17.05	293	
2014-02-01_17:09:39_459819	2185842.109375	19.4	141	158	-200	-0.265625	-13.28125	0.275390625	13.76953125	1.1059570313	-3.5954198473	3.1603053435	0.8549618321	0	0	0	16.8	293	
2014-02-01_17:09:39_572903	2197151.203125	19.5	44	242	-227	-0.4487304688	-22.4365234375	-0.3078613281	-15.3930664063	1.2683105469	-3.0305343511	4.8549618321	-0.0763358779	0	0	0	16.17	294	
2014-02-01_17:09:39_685763	2208436.796875	19.6	-31	127	-222	-0.49609375	-24.8046875	0.4172363281	20.8618164063	0.7587890625	0.6488549618	-0.534351145	-0.2900763359	0	0	0	16	294	
2014-02-01_17:09:39_798160	2219676.890625	19.7	-54	95	-148	-0.3510742188	-17.5537109375	0.0998535156	4.9926757813	1.3330078125	5.1755725191	-2.3282442748	0.7099236641	0	0	0	16.98	294	
2014-02-01_17:09:39_911192	2231013.09375	19.8	-73	-37	-164	-0.4709472656	-23.5473632813	0.2475585938	12.3779296875	0.5148925781	-5.5648854962	0.2748091603	-0.4122137405	0	0	0	16.68	295	
2014-02-01_17:09:40_023688	2242229.90625	19.9	-4	82	-310	-0.4750976563	-23.7548828125	-0.1752929688	-8.7646484375	1.1484375	4.6335877863	3.2900763359	-1.7786259542	0	0	0	16.05	295	
2014-02-01_17:09:40_136996	2253595.515625	20	-1	54	-234	-0.3161621094	-15.8081054688	-0.1982421875	-9.912109375	1.0822753906	-4.6946564885	4.5114503817	-0.4885496183	0	0	0	16.08	296	
2014-02-01_17:09:40_250537	2264914.796875	20.1	74	198	-222	-0.5544433594	-27.7221679688	0.0378417969	1.8920898438	0.8369140625	0.7404580153	3.7099236641	-1.213740458	0	0	0	19.24	296	
2014-02-01_17:09:40_362735	2276133.796875	20.2	-10	127	-207	-0.416015625	-20.80078125	0.0783691406	3.9184570313	0.4484863281	-11.9389312977	0.1832061069	-1.6183206107	0	0	0	15.94	296	
2014-02-01_17:09:40_476446	2287506	20.3	40	117	-360	-0.53515625	-26.7578125	-0.1164550781	-5.8227539063	1.9404296875	2.0381679389	2.786259542	1.1679389313	0	0	0	28.71	297	
2014-02-01_17:09:40_589388	2298799.515625	20.4	54	159	-186	-0.4367675781	-21.8383789063	0.1911621094	9.5581054688	1.2800292969	1.7709923664	2.9160305344	-1.0076335878	0	0	0	18.43	297	
2014-02-01_17:09:40_702730	2310134.71875	20.5	27	158	-246	-0.3908691406	-19.5434570313	0.2231445313	11.1572265625	0.9111328125	3.465648855	1.2595419847	-1.8625954198	0	0	0	16.88	297	
2014-02-01_17:09:40_815559	2321416.890625	20.6	61	214	-332	-0.5310058594	-26.5502929688	-0.109375	-5.46875	0.6718139648	-12.7328244275	-1.8854961832	-0.465648855	0	0	0	16.63	298	
2014-02-01_17:09:40_928500	2332769.796875	20.7	52	188	-152	-0.4367675781	-21.8383789063	-0.5422363281	-27.1118164063	1.4792480469	-4.8320610687	1.9389312977	0.5496183206	0	0	0	16.81	298	
2014-02-01_17:09:41_041461	2344006.703125	20.8	165	182	-190	-0.28125	-14.0625	0.056640625	2.83203125	0.5986328125	-1.3511450382	-3.7022900763	-0.1221374046	0	0	0	17.73	299	
2014-02-01_17:09:41_154552	2355316.609375	20.9	64	89	-257	-0.4133300781	-20.6665039063	-0.3288574219	-16.4428710938	1.1586914063	-3.5877862595	-0.5877862595	-0.1984732824	0	0	0	17.76	299	
2014-02-01_17:09:41_267824	2366679.296875	21	2	-42	-188	-0.5141601563	-25.7080078125	0.2231445313	11.1572265625	1.3933105469	-0.4961832061	0.1603053435	0.8549618321	0	0	0	19.5	299	
2014-02-01_17:09:41_380492	2377910.015625	21.1	18	71	-220	-0.4221191406	-21.1059570313	0.5368652344	26.8432617188	-0.4543457031	-6.8167938931	-3.7175572519	-2.3282442748	0	0	0	17.71	300	
2014-02-01_17:09:41_494215	2389283.609375	21.2	127	190	-316	-0.4008789063	-20.0439453125	-0.2192382813	-10.9619140625	1.2602539063	-6.8320610687	6.8473282443	-0.6717557252	0	0	0	19.9	300	
2014-02-01_17:09:41_606736	2400534.40625	21.3	-14	-24	-156	-0.4521484375	-22.607421875	-0.1557617188	-7.7880859375	0.1547851563	2.1832061069	5.7633587786	-1.3511450382	0	0	0	18.9	300	
2014-02-01_17:09:41_720585	2411919.296875	21.4	173	161	-364	-0.234375	-11.71875	-0.0073242188	-0.3662109375	0.1103515625	-7.5190839695	4.1374045802	1.1832061069	0	0	0	18.41	301	
2014-02-01_17:09:41_834282	2423288.796875	21.5	129	152	-216	-0.2531738281	-12.6586914063	-0.2204589844	-11.0229492188	0.5300292969	-0.2595419847	-4.320610687	0.3358778626	0	0	0	18.13	301	
2014-02-01_17:09:41_946921	2434559.09375	21.6	102	128	-232	-0.1342773438	-6.7138671875	0.1062011719	5.3100585938	0.8374023438	1.8854961832	-6.1450381679	-0.2442748092	0	0	0	21.52	302	
2014-02-01_17:09:42_060420	2445903.515625	21.7	-30	105	-186	-0.1762695313	-8.8134765625	0.205078125	10.25390625	1.3767089844	2.9007633588	-1.7328244275	1.7099236641	0	0	0	21.4	302	
2014-02-01_17:09:42_173428	2457203.5	21.8	114	75	-250	-0.0551757813	-2.7587890625	-0.1921386719	-9.6069335938	0.8046875	-3.0992366412	-0.2671755725	1.893129771	0	0	0	19.29	302	
2014-02-01_17:09:42_286692	2468529.90625	21.9	114	190	-304	-0.4030761719	-20.1538085938	-0.0104980469	-0.5249023438	1.572265625	7.1297709924	6.5801526718	0.5114503817	0	0	0	19.75	303	
2014-02-01_17:09:42_399471	2479807.296875	22	74	67	-219	0.0043945313	0.2197265625	-0.017578125	-0.87890625	-0.2805175781	-3.9923664122	0.6564885496	-0.9160305344	0	0	0	19.31	303	
2014-02-01_17:09:42_513107	2491172.71875	22	48	57	-377	-0.4348144531	-21.7407226563	-0.1682128906	-8.4106445313	0.2280273438	3.2748091603	-8.0610687023	0.4732824427	0	0	0	21.78	303	
2014-02-01_17:09:42_625679	2502428.3125	22	75	30	-323	-0.4348144531	-21.7407226563	0.203125	10.15625	1.9392089844	-3.358778626	-0.9083969466	1.5648854962	0	0	0	21.98	303	
2014-02-01_17:09:42_739220	2513808.40625	22	111	85	-347	-0.2841796875	-14.208984375	-0.2358398438	-11.7919921875	1.3759765625	-13.1221374046	-16.8015267176	-0.8778625954	0	0	0	20.61	303	
2014-02-01_17:09:42_853029	2525163.8125	22	118	189	-284	-0.2036132813	-10.1806640625	-0.1794433594	-8.9721679688	-0.0041503906	0.5496183206	-17.786259542	2.5267175573	0	0	0	22.12	303	
2014-02-01_17:09:42_966542	2536514.015625	22	109	168	-473	-0.3442382813	-17.2119140625	0.466796875	23.33984375	1.9016113281	-10.534351145	-12.4351145038	2.679389313	0	0	0	23.92	303	
2014-02-01_17:09:43_079761	2547837.015625	22	168	228	-340	-0.2412109375	-12.060546875	0.0522460938	2.6123046875	1.3427734375	-5.641221374	-18.9541984733	0.7557251908	0	0	0	24.16	303	
2014-02-01_17:09:43_193223	2559182.703125	22	56	-24	-112	-0.0786132813	-3.9306640625	0.1857910156	9.2895507813	0.8400878906	9.0381679389	-4.5190839695	1.6106870229	0	0	0	24.55	303	
2014-02-01_17:09:43_306236	2570483.703125	22	33	11	-510	-0.2199707031	-10.9985351563	0.5395507813	26.9775390625	1.9999389648	-9.7786259542	-1.1450381679	0.3282442748	0	0	0	23.58	303	
2014-02-01_17:09:43_419706	2581835.59375	22	11	-30	-362	-0.0852050781	-4.2602539063	0.3950195313	19.7509765625	0.7192382813	-15.8167938931	-7.3740458015	-3.2519083969	0	0	0	23.37	303	
2014-02-01_17:09:43_532669	2593127.703125	22	16	-37	-119	-0.1232910156	-6.1645507813	0.0327148438	1.6357421875	1.0275878906	8.8625954198	0.5954198473	-0.0076335878	0	0	0	26.79	303	
2014-02-01_17:09:43_646469	2604507.609375	22	18	2	-354	-0.1435546875	-7.177734375	0.4331054688	21.6552734375	1.689453125	-3.1526717557	4.1755725191	0.3053435115	0	0	0	24.81	303	
2014-02-01_17:09:43_760133	2615873.59375	22	40	-23	-235	-0.1887207031	-9.4360351563	0.064453125	3.22265625	0.5754394531	-1.9312977099	2.2519083969	-0.534351145	0	0	0	26.84	303	
2014-02-01_17:09:43_873958	2627257.203125	22	95	69	-187	-0.1918945313	-9.5947265625	-0.0715332031	-3.5766601563	0.4733886719	-16.5954198473	-2.2290076336	-2.9083969466	0	0	0	26.6	303	
2014-02-01_17:09:43_986846	2638545	22	-80	10	-143	0.0285644531	1.4282226563	0.3359375	16.796875	0.66796875	4.2748091603	-0.5877862595	-1.3740458015	0	0	0	28.29	303	
2014-02-01_17:09:44_101358	2649997.390625	22	-129	8	-170	-0.0180664063	-0.9033203125	0.296875	14.84375	0.974609375	11.465648855	5.5572519084	-0.4809160305	0	0	0	25.65	303	
2014-02-01_17:09:44_214195	2661279.90625	22	4	-87	-213	-0.0981445313	-4.9072265625	0.5263671875	26.318359375	1.9999389648	-3.8854961832	4.0916030534	0.7175572519	0	0	0	24.4	303	
2014-02-01_17:09:44_327639	2672681.703125	22	-126	82	-123	-0.2163085938	-10.8154296875	0.1279296875	6.396484375	0.4223632813	-2.7557251908	5.5419847328	0.320610687	0	0	0	23.53	303	
2014-02-01_17:09:44_440966	2683957	22	25	-6	-305	0.0913085938	4.5654296875	0.1499023438	7.4951171875	1.5178222656	-12.9236641221	1.1145038168	-0.7709923664	0	0	0	23.37	303	
2014-02-01_17:09:44_554443	2695304.796875	22	121	-31	-272	-0.0239257813	-1.1962890625	0.5822753906	29.1137695313	0.4731445313	-0.5038167939	-0.9770992366	-3.106870229	0	0	0	24.02	303	
2014-02-01_17:09:44_667479	2706608.59375	22	94	144	-245	-0.0014648438	-0.0732421875	-0.2119140625	-10.595703125	0.8107910156	9.4961832061	2.6030534351	-0.8625954198	0	0	0	23.31	303	
2014-02-01_17:09:44_781819	2718075	22	113	28	-294	-0.2412109375	-12.060546875	0.2653808594	13.2690429688	1.9965820313	-2.3282442748	3.534351145	1.2061068702	0	0	0	26.66	303	
2014-02-01_17:09:44_894812	2729341.59375	22	73	-63	-344	-0.2175292969	-10.8764648438	0.3806152344	19.0307617188	1.9999389648	3.1603053435	1.8091603053	2.3129770992	0	0	0	24.68	303	
2014-02-01_17:09:45_008468	2740707.609375	22	-44	-59	-175	-0.1350097656	-6.7504882813	-0.0007324219	-0.0366210938	0.3693847656	-0.3816793893	-1.9007633588	0.7633587786	0	0	0	26.79	303	
2014-02-01_17:09:45_121352	2751995.703125	22	-128	28	-170	-0.220703125	-11.03515625	0.1062011719	5.3100585938	1.0124511719	-9.4503816794	-9.4427480916	-2.1374045802	0	0	0	22.81	303	
2014-02-01_17:09:45_235137	2763374.796875	22	64	34	-190	0.1389160156	6.9458007813	0.3054199219	15.2709960938	1.294921875	1.786259542	-6.0916030534	-0.6488549618	0	0	0	28.94	303	
2014-02-01_17:09:45_347707	2774630.890625	22	-18	7	-133	-0.189453125	-9.47265625	0.2890625	14.453125	1.2521972656	9.8015267176	-1.4045801527	0.9465648855	0	0	0	23.02	303	
2014-02-01_17:09:45_461174	2785978.6875	22	47	-152	-359	0.2377929688	11.8896484375	0.4074707031	20.3735351563	0.7875976563	-0.7938931298	-1.4809160305	0.7938931298	0	0	0	22.59	303	
2014-02-01_17:09:45_574093	2797268.90625	22	72	-30	-351	-0.005859375	-0.29296875	0.2082519531	10.4125976563	0.203125	-15.0229007634	-3.4427480916	-2.6717557252	0	0	0	26.74	303	
2014-02-01_17:09:45_688158	2808678.21875	22	114	30	-140	-0.1936035156	-9.6801757813	0.3312988281	16.5649414063	1.267578125	14.9160305344	8.7022900763	-1.1679389313	0	0	0	28.12	303	
2014-02-01_17:09:45_800920	2819977.984375	22	14	-39	-144	-0.025390625	-1.26953125	-0.0988769531	-4.9438476563	1.2067871094	-12.2366412214	5.3511450382	0.4045801527	0	0	0	22.93	303	
2014-02-01_17:09:45_914904	2831350.796875	22	-29	103	-62	0.337890625	16.89453125	0.1821289063	9.1064453125	1.1977539063	-8.4503816794	-3.7022900763	-0.8854961832	0	0	0	26.98	303	
2014-02-01_17:09:46_028086	2842678.203125	22	-69	-165	-232	0.0783691406	3.9184570313	0.0571289063	2.8564453125	0.1616210938	-4.6106870229	-1.8320610687	-3.465648855	0	0	0	28.83	303	
2014-02-01_17:09:46_141637	2854023.71875	22	-51	5	-221	0.046875	2.34375	0.0993652344	4.9682617188	1.052734375	12.4122137405	9.1908396947	-0.320610687	0	0	0	23.82	303	
2014-02-01_17:09:46_254708	2865331.21875	22	76	-124	-368	-0.0795898438	-3.9794921875	0.2287597656	11.4379882813	1.2655639648	-8.0839694656	7.0610687023	0.4427480916	0	0	0	23.55	303	
2014-02-01_17:09:46_368325	2876694.40625	22	67	-17	-243	0.1574707031	7.8735351563	-0.2614746094	-13.0737304688	0.4633789063	-7.7557251908	-0.679389313	0.5496183206	0	0	0	25.81	303	
2014-02-01_17:09:46_481754	2888034.6875	22	76	15	-279	-0.0187988281	-0.9399414063	0.3930664063	19.6533203125	-0.1525878906	-7.7099236641	-2.8778625954	-1.6564885496	0	0	0	29.19	303	
2014-02-01_17:09:46_595193	2899379.796875	22	108	82	-245	0.0493164063	2.4658203125	-0.1242675781	-6.2133789063	1.2021484375	10.4732824427	6.3053435115	-0.5572519084	0	0	0	26.13	303	
2014-02-01_17:09:46_708114	2910680	22	33	-80	-74	0.0002441406	0.0122070313	0.498046875	24.90234375	1.5854492188	-6.1450381679	11.0076335878	2.1450381679	0	0	0	25.92	303	
2014-02-01_17:09:46_821790	2922039.90625	22	157	101	-318	0.1843261719	9.2163085938	0.3796386719	18.9819335938	0.8540039063	-8.4198473282	0.8015267176	0.5038167939	0	0	0	25.57	303	
2014-02-01_17:09:46_935242	2933384.609375	22	-10	-49	-391	0.1831054688	9.1552734375	-0.0151367188	-0.7568359375	1.1811523438	-16.4045801527	-3.641221374	-1.8396946565	0	0	0	28.76	303	
2014-02-01_17:09:47_048592	2944720	22	88	-87	-242	0.0358886719	1.7944335938	0.1218261719	6.0913085938	1.5812988281	0.0534351145	-0.0458015267	-1.6717557252	0	0	0	23.39	303	
2014-02-01_17:09:47_161690	2956029.09375	22	81	25	-225	-0.1462402344	-7.3120117188	0.7106933594	35.5346679688	1.546875	-0.8549618321	8.2366412214	-0.4580152672	0	0	0	30.6	303	
2014-02-01_17:09:47_275193	2967379.609375	22	160	34	-375	-0.0151367188	-0.7568359375	-0.5163574219	-25.8178710938	0.5341796875	-4.6564885496	4.6030534351	0.4351145038	0	0	0	25.02	303	
