datetime	speed	x	y	z	d
2014-01-04_21:12:02_165261	1388869922165.0	38.0	152.0	-242.0	0.0
2014-01-04_21:12:02_171976	1388869922172.0	26.0	160.0	-224.0	0.0
2014-01-04_21:12:02_178726	1388869922178.0	24.0	156.0	-212.0	0.0
2014-01-04_21:12:02_185411	1388869922185.0	30.0	160.0	-230.0	0.0
2014-01-04_21:12:02_192189	1388869922192.0	28.0	150.0	-214.0	0.0
2014-01-04_21:12:02_199069	1388869922199.0	10.0	156.0	-216.0	0.0
2014-01-04_21:12:02_205840	1388869922206.0	24.0	164.0	-234.0	0.0
2014-01-04_21:12:02_212560	1388869922212.0	22.0	152.0	-214.0	0.0
2014-01-04_21:12:02_219246	1388869922219.0	28.0	158.0	-234.0	0.0
2014-01-04_21:12:02_225924	1388869922226.0	24.0	148.0	-222.0	0.0
2014-01-04_21:12:02_232594	1388869922232.0	30.0	164.0	-218.0	0.0
2014-01-04_21:12:02_239270	1388869922239.0	32.0	158.0	-204.0	0.0
2014-01-04_21:12:02_245965	1388869922246.0	22.0	158.0	-220.0	0.0
2014-01-04_21:12:02_252651	1388869922252.0	18.0	156.0	-218.0	0.0
2014-01-04_21:12:02_259328	1388869922259.0	28.0	164.0	-230.0	0.0
2014-01-04_21:12:02_266021	1388869922266.0	26.0	158.0	-214.0	0.0
2014-01-04_21:12:02_272673	1388869922272.0	14.0	164.0	-234.0	0.0
2014-01-04_21:12:02_279333	1388869922279.0	26.0	156.0	-216.0	0.0
2014-01-04_21:12:02_286001	1388869922286.0	34.0	156.0	-208.0	0.0
2014-01-04_21:12:02_292667	1388869922292.0	28.0	164.0	-216.0	0.0
2014-01-04_21:12:02_299338	1388869922299.0	24.0	170.0	-222.0	0.0
2014-01-04_21:12:02_306115	1388869922306.0	40.0	158.0	-222.0	0.0
2014-01-04_21:12:02_312814	1388869922313.0	22.0	158.0	-226.0	0.0
2014-01-04_21:12:02_319501	1388869922319.0	22.0	160.0	-222.0	0.0
2014-01-04_21:12:02_326187	1388869922326.0	22.0	160.0	-224.0	0.0
2014-01-04_21:12:02_332869	1388869922333.0	32.0	148.0	-218.0	0.0
2014-01-04_21:12:02_339545	1388869922339.0	38.0	158.0	-218.0	0.0
2014-01-04_21:12:02_346221	1388869922346.0	22.0	160.0	-210.0	0.0
2014-01-04_21:12:02_352913	1388869922353.0	24.0	160.0	-220.0	0.0
2014-01-04_21:12:02_359592	1388869922359.0	30.0	154.0	-210.0	0.0
2014-01-04_21:12:02_366333	1388869922366.0	24.0	162.0	-230.0	0.0
2014-01-04_21:12:02_372997	1388869922373.0	20.0	166.0	-220.0	0.0
2014-01-04_21:12:02_379674	1388869922379.0	24.0	158.0	-210.0	0.0
2014-01-04_21:12:02_386369	1388869922386.0	34.0	160.0	-224.0	0.0
2014-01-04_21:12:02_393034	1388869922393.0	32.0	162.0	-216.0	0.0
2014-01-04_21:12:02_399704	1388869922399.0	36.0	160.0	-214.0	0.0
2014-01-04_21:12:02_406424	1388869922406.0	24.0	160.0	-224.0	0.0
2014-01-04_21:12:02_413442	1388869922413.0	24.0	158.0	-216.0	0.0
2014-01-04_21:12:02_420140	1388869922420.0	0.0	162.0	-222.0	0.0
2014-01-04_21:12:02_426920	1388869922427.0	22.0	148.0	-232.0	0.0
2014-01-04_21:12:02_433604	1388869922433.0	26.0	164.0	-214.0	0.0
2014-01-04_21:12:02_440284	1388869922440.0	30.0	160.0	-224.0	0.0
2014-01-04_21:12:02_446967	1388869922447.0	28.0	164.0	-224.0	0.0
2014-01-04_21:12:02_453636	1388869922453.0	26.0	158.0	-234.0	0.0
2014-01-04_21:12:02_460362	1388869922460.0	30.0	150.0	-218.0	0.0
2014-01-04_21:12:02_467064	1388869922467.0	28.0	156.0	-228.0	0.0
2014-01-04_21:12:02_473690	1388869922473.0	0.0	162.0	-204.0	0.0
2014-01-04_21:12:02_480365	1388869922480.0	36.0	154.0	-214.0	0.0
2014-01-04_21:12:02_487052	1388869922487.0	22.0	158.0	-222.0	0.0
2014-01-04_21:12:02_493703	1388869922493.0	28.0	158.0	-214.0	0.0
2014-01-04_21:12:02_500443	1388869922500.0	38.0	154.0	-216.0	0.0
2014-01-04_21:12:02_507194	1388869922507.0	30.0	158.0	-214.0	0.0
2014-01-04_21:12:02_513903	1388869922514.0	30.0	162.0	-220.0	0.0
2014-01-04_21:12:02_520584	1388869922520.0	24.0	164.0	-224.0	0.0
2014-01-04_21:12:02_527286	1388869922527.0	20.0	152.0	-216.0	0.0
2014-01-04_21:12:02_533933	1388869922534.0	34.0	156.0	-224.0	0.0
2014-01-04_21:12:02_540647	1388869922540.0	18.0	166.0	-230.0	0.0
2014-01-04_21:12:02_547354	1388869922547.0	32.0	158.0	-216.0	0.0
2014-01-04_21:12:02_554018	1388869922554.0	28.0	154.0	-216.0	0.0
2014-01-04_21:12:02_561334	1388869922561.0	22.0	158.0	-212.0	0.0
2014-01-04_21:12:02_568250	1388869922568.0	28.0	166.0	-210.0	0.0
2014-01-04_21:12:02_574906	1388869922575.0	16.0	142.0	-218.0	0.0
2014-01-04_21:12:02_581598	1388869922581.0	30.0	164.0	-230.0	0.0
2014-01-04_21:12:02_588329	1388869922588.0	30.0	164.0	-234.0	0.0
2014-01-04_21:12:02_595033	1388869922595.0	28.0	150.0	-226.0	0.0
2014-01-04_21:12:02_601754	1388869922601.0	24.0	160.0	-222.0	0.0
2014-01-04_21:12:02_608776	1388869922609.0	26.0	160.0	-226.0	0.0
2014-01-04_21:12:02_615489	1388869922615.0	26.0	158.0	-228.0	0.0
2014-01-04_21:12:02_622241	1388869922622.0	40.0	168.0	-222.0	0.0
2014-01-04_21:12:02_628952	1388869922629.0	32.0	162.0	-204.0	0.0
2014-01-04_21:12:02_635631	1388869922635.0	52.0	156.0	-222.0	0.0
2014-01-04_21:12:02_642361	1388869922642.0	28.0	156.0	-210.0	0.0
2014-01-04_21:12:02_649045	1388869922649.0	22.0	156.0	-222.0	0.0
2014-01-04_21:12:02_655777	1388869922656.0	12.0	150.0	-214.0	0.0
2014-01-04_21:12:02_662454	1388869922662.0	32.0	158.0	-220.0	0.0
2014-01-04_21:12:02_669133	1388869922669.0	14.0	164.0	-230.0	0.0
2014-01-04_21:12:02_675898	1388869922676.0	28.0	160.0	-224.0	0.0
2014-01-04_21:12:02_682621	1388869922682.0	24.0	160.0	-206.0	0.0
2014-01-04_21:12:02_689319	1388869922689.0	30.0	174.0	-210.0	0.0
2014-01-04_21:12:02_696012	1388869922696.0	24.0	156.0	-220.0	0.0
2014-01-04_21:12:02_702700	1388869922702.0	22.0	174.0	-234.0	0.0
2014-01-04_21:12:02_709721	1388869922709.0	30.0	160.0	-212.0	0.0
2014-01-04_21:12:02_716543	1388869922716.0	30.0	160.0	-228.0	0.0
2014-01-04_21:12:02_723245	1388869922723.0	36.0	150.0	-220.0	0.0
2014-01-04_21:12:02_729934	1388869922730.0	30.0	156.0	-222.0	0.0
2014-01-04_21:12:02_736625	1388869922736.0	30.0	156.0	-218.0	0.0
2014-01-04_21:12:02_743298	1388869922743.0	22.0	160.0	-210.0	0.0
2014-01-04_21:12:02_749960	1388869922750.0	26.0	160.0	-214.0	0.0
2014-01-04_21:12:02_756659	1388869922756.0	14.0	162.0	-226.0	0.0
2014-01-04_21:12:02_763329	1388869922763.0	22.0	162.0	-244.0	0.0
2014-01-04_21:12:02_769993	1388869922770.0	24.0	162.0	-200.0	0.0
2014-01-04_21:12:02_776677	1388869922776.0	30.0	154.0	-222.0	0.0
2014-01-04_21:12:02_783331	1388869922783.0	26.0	154.0	-218.0	0.0
2014-01-04_21:12:02_790005	1388869922790.0	14.0	162.0	-216.0	0.0
2014-01-04_21:12:02_796710	1388869922796.0	20.0	150.0	-234.0	0.0
2014-01-04_21:12:02_803372	1388869922803.0	28.0	174.0	-220.0	0.0
2014-01-04_21:12:02_810051	1388869922810.0	24.0	164.0	-222.0	0.0
2014-01-04_21:12:02_816771	1388869922817.0	28.0	158.0	-232.0	0.0
2014-01-04_21:12:02_823545	1388869922823.0	20.0	162.0	-226.0	0.0
2014-01-04_21:12:02_830233	1388869922830.0	22.0	162.0	-224.0	0.0
2014-01-04_21:12:02_836944	1388869922837.0	24.0	158.0	-216.0	0.0
2014-01-04_21:12:02_843857	1388869922844.0	20.0	158.0	-226.0	0.0
2014-01-04_21:12:02_850548	1388869922850.0	26.0	160.0	-220.0	0.0
2014-01-04_21:12:02_857243	1388869922857.0	32.0	160.0	-224.0	0.0
2014-01-04_21:12:02_863921	1388869922864.0	28.0	164.0	-222.0	0.0
2014-01-04_21:12:02_870588	1388869922870.0	30.0	158.0	-214.0	0.0
2014-01-04_21:12:02_877272	1388869922877.0	22.0	162.0	-216.0	0.0
2014-01-04_21:12:02_883947	1388869922884.0	32.0	156.0	-216.0	0.0
2014-01-04_21:12:02_890663	1388869922890.0	24.0	154.0	-242.0	0.0
2014-01-04_21:12:02_897344	1388869922897.0	22.0	160.0	-224.0	0.0
2014-01-04_21:12:02_904033	1388869922904.0	30.0	146.0	-224.0	0.0
2014-01-04_21:12:02_910712	1388869922910.0	24.0	158.0	-218.0	0.0
2014-01-04_21:12:02_917449	1388869922917.0	14.0	158.0	-218.0	0.0
2014-01-04_21:12:02_924137	1388869922924.0	24.0	158.0	-206.0	0.0
2014-01-04_21:12:02_930908	1388869922931.0	28.0	164.0	-234.0	0.0
2014-01-04_21:12:02_937609	1388869922937.0	26.0	172.0	-230.0	0.0
2014-01-04_21:12:02_944285	1388869922944.0	24.0	146.0	-222.0	0.0
2014-01-04_21:12:02_950956	1388869922951.0	30.0	162.0	-216.0	0.0
2014-01-04_21:12:02_957651	1388869922957.0	34.0	172.0	-214.0	0.0
2014-01-04_21:12:02_964339	1388869922964.0	0.0	156.0	-216.0	0.0
2014-01-04_21:12:02_971058	1388869922971.0	22.0	156.0	-218.0	0.0
2014-01-04_21:12:02_977731	1388869922978.0	20.0	168.0	-232.0	0.0
2014-01-04_21:12:02_984457	1388869922984.0	28.0	168.0	-210.0	0.0
2014-01-04_21:12:02_991185	1388869922991.0	30.0	172.0	-226.0	0.0
2014-01-04_21:12:02_997874	1388869922998.0	24.0	158.0	-214.0	0.0
2014-01-04_21:12:03_004581	1388869923004.0	30.0	160.0	-236.0	0.0
2014-01-04_21:12:03_011429	1388869923011.0	24.0	164.0	-220.0	0.0
2014-01-04_21:12:03_018273	1388869923018.0	18.0	158.0	-234.0	0.0
2014-01-04_21:12:03_024985	1388869923025.0	32.0	164.0	-226.0	0.0
2014-01-04_21:12:03_031665	1388869923031.0	18.0	150.0	-224.0	0.0
2014-01-04_21:12:03_038352	1388869923038.0	26.0	160.0	-212.0	0.0
2014-01-04_21:12:03_045031	1388869923045.0	24.0	156.0	-220.0	0.0
2014-01-04_21:12:03_051710	1388869923051.0	36.0	158.0	-214.0	0.0
2014-01-04_21:12:03_058393	1388869923058.0	30.0	160.0	-218.0	0.0
2014-01-04_21:12:03_065061	1388869923065.0	20.0	172.0	-224.0	0.0
2014-01-04_21:12:03_071722	1388869923071.0	28.0	158.0	-216.0	0.0
2014-01-04_21:12:03_078465	1388869923078.0	24.0	160.0	-218.0	0.0
2014-01-04_21:12:03_085155	1388869923085.0	30.0	144.0	-218.0	0.0
2014-01-04_21:12:03_091832	1388869923092.0	26.0	164.0	-224.0	0.0
2014-01-04_21:12:03_098504	1388869923098.0	22.0	154.0	-218.0	0.0
2014-01-04_21:12:03_105202	1388869923105.0	28.0	160.0	-220.0	0.0
2014-01-04_21:12:03_111875	1388869923112.0	22.0	154.0	-222.0	0.0
2014-01-04_21:12:03_118542	1388869923118.0	18.0	160.0	-212.0	0.0
2014-01-04_21:12:03_125601	1388869923125.0	16.0	156.0	-232.0	0.0
2014-01-04_21:12:03_132466	1388869923132.0	30.0	162.0	-232.0	0.0
2014-01-04_21:12:03_139175	1388869923139.0	16.0	156.0	-216.0	0.0
2014-01-04_21:12:03_145882	1388869923146.0	28.0	154.0	-222.0	0.0
2014-01-04_21:12:03_152555	1388869923152.0	20.0	154.0	-224.0	0.0
2014-01-04_21:12:03_159227	1388869923159.0	20.0	160.0	-254.0	0.0
2014-01-04_21:12:03_165955	1388869923166.0	28.0	156.0	-212.0	0.0
2014-01-04_21:12:03_172642	1388869923172.0	12.0	158.0	-220.0	0.0
2014-01-04_21:12:03_179304	1388869923179.0	28.0	156.0	-222.0	0.0
2014-01-04_21:12:03_185991	1388869923186.0	30.0	158.0	-210.0	0.0
2014-01-04_21:12:03_192666	1388869923192.0	34.0	158.0	-222.0	0.0
2014-01-04_21:12:03_199338	1388869923199.0	30.0	176.0	-228.0	0.0
2014-01-04_21:12:03_206024	1388869923206.0	32.0	156.0	-216.0	0.0
2014-01-04_21:12:03_212701	1388869923212.0	24.0	158.0	-218.0	0.0
2014-01-04_21:12:03_219381	1388869923219.0	22.0	166.0	-218.0	0.0
2014-01-04_21:12:03_226099	1388869923226.0	30.0	164.0	-214.0	0.0
2014-01-04_21:12:03_232791	1388869923233.0	26.0	158.0	-220.0	0.0
2014-01-04_21:12:03_239471	1388869923239.0	36.0	152.0	-218.0	0.0
2014-01-04_21:12:03_246153	1388869923246.0	24.0	160.0	-224.0	0.0
2014-01-04_21:12:03_252825	1388869923253.0	28.0	160.0	-230.0	0.0
2014-01-04_21:12:03_259507	1388869923259.0	32.0	162.0	-220.0	0.0
2014-01-04_21:12:03_266181	1388869923266.0	32.0	134.0	-224.0	0.0
2014-01-04_21:12:03_272831	1388869923273.0	30.0	156.0	-220.0	0.0
2014-01-04_21:12:03_279485	1388869923279.0	26.0	162.0	-222.0	0.0
2014-01-04_21:12:03_286189	1388869923286.0	26.0	160.0	-224.0	0.0
2014-01-04_21:12:03_292852	1388869923293.0	26.0	160.0	-216.0	0.0
2014-01-04_21:12:03_299512	1388869923299.0	30.0	158.0	-224.0	0.0
2014-01-04_21:12:03_306208	1388869923306.0	44.0	140.0	-216.0	0.0
2014-01-04_21:12:03_312880	1388869923313.0	28.0	162.0	-220.0	0.0
2014-01-04_21:12:03_319554	1388869923319.0	24.0	158.0	-252.0	0.0
2014-01-04_21:12:03_326443	1388869923326.0	28.0	158.0	-220.0	0.0
2014-01-04_21:12:03_333150	1388869923333.0	24.0	142.0	-212.0	0.0
2014-01-04_21:12:03_339831	1388869923340.0	30.0	142.0	-222.0	0.0
2014-01-04_21:12:03_346516	1388869923346.0	24.0	160.0	-222.0	0.0
2014-01-04_21:12:03_353208	1388869923353.0	30.0	162.0	-222.0	0.0
2014-01-04_21:12:03_359889	1388869923360.0	28.0	160.0	-224.0	0.0
2014-01-04_21:12:03_366576	1388869923366.0	30.0	146.0	-212.0	0.0
2014-01-04_21:12:03_373241	1388869923373.0	30.0	162.0	-216.0	0.0
2014-01-04_21:12:03_379907	1388869923380.0	28.0	162.0	-206.0	0.0
2014-01-04_21:12:03_386599	1388869923386.0	28.0	156.0	-234.0	0.0
2014-01-04_21:12:03_410374	1388869923410.0	28.0	156.0	-226.0	0.0
2014-01-04_21:12:03_417142	1388869923417.0	22.0	160.0	-226.0	0.0
2014-01-04_21:12:03_423814	1388869923424.0	26.0	158.0	-192.0	0.0
2014-01-04_21:12:03_430519	1388869923430.0	24.0	158.0	-214.0	0.0
2014-01-04_21:12:03_437308	1388869923437.0	30.0	156.0	-216.0	0.0
2014-01-04_21:12:03_443991	1388869923444.0	32.0	160.0	-228.0	0.0
2014-01-04_21:12:03_450718	1388869923450.0	24.0	164.0	-230.0	0.0
2014-01-04_21:12:03_457403	1388869923457.0	30.0	154.0	-220.0	0.0
2014-01-04_21:12:03_464078	1388869923464.0	18.0	160.0	-210.0	0.0
2014-01-04_21:12:03_470750	1388869923470.0	28.0	160.0	-224.0	0.0
2014-01-04_21:12:03_477425	1388869923477.0	20.0	160.0	-226.0	0.0
2014-01-04_21:12:03_484108	1388869923484.0	28.0	158.0	-226.0	0.0
2014-01-04_21:12:03_490863	1388869923491.0	24.0	162.0	-212.0	0.0
2014-01-04_21:12:03_497549	1388869923497.0	24.0	158.0	-220.0	0.0
2014-01-04_21:12:03_504234	1388869923504.0	38.0	154.0	-226.0	0.0
2014-01-04_21:12:03_510909	1388869923511.0	30.0	154.0	-224.0	0.0
2014-01-04_21:12:03_517644	1388869923517.0	30.0	160.0	-218.0	0.0
2014-01-04_21:12:03_524318	1388869923524.0	16.0	168.0	-240.0	0.0
2014-01-04_21:12:03_531211	1388869923531.0	24.0	160.0	-216.0	0.0
2014-01-04_21:12:03_538041	1388869923538.0	30.0	154.0	-212.0	0.0
2014-01-04_21:12:03_544751	1388869923544.0	28.0	170.0	-216.0	0.0
2014-01-04_21:12:03_551423	1388869923551.0	32.0	156.0	-226.0	0.0
2014-01-04_21:12:03_558097	1388869923558.0	30.0	162.0	-218.0	0.0
2014-01-04_21:12:03_564926	1388869923565.0	34.0	164.0	-214.0	0.0
2014-01-04_21:12:03_571634	1388869923571.0	32.0	176.0	-224.0	0.0
2014-01-04_21:12:03_578300	1388869923578.0	26.0	164.0	-218.0	0.0
2014-01-04_21:12:03_584974	1388869923585.0	28.0	148.0	-226.0	0.0
2014-01-04_21:12:03_591668	1388869923591.0	22.0	156.0	-214.0	0.0
2014-01-04_21:12:03_598342	1388869923598.0	14.0	160.0	-224.0	0.0
2014-01-04_21:12:03_605019	1388869923605.0	26.0	164.0	-220.0	0.0
2014-01-04_21:12:03_611688	1388869923611.0	24.0	158.0	-194.0	0.0
2014-01-04_21:12:03_618376	1388869923618.0	28.0	160.0	-222.0	0.0
2014-01-04_21:12:03_625061	1388869923625.0	24.0	144.0	-214.0	0.0
2014-01-04_21:12:03_631781	1388869923632.0	16.0	156.0	-222.0	0.0
2014-01-04_21:12:03_638520	1388869923638.0	26.0	162.0	-214.0	0.0
2014-01-04_21:12:03_645222	1388869923645.0	28.0	156.0	-208.0	0.0
2014-01-04_21:12:03_651885	1388869923652.0	24.0	164.0	-222.0	0.0
2014-01-04_21:12:03_658566	1388869923658.0	24.0	160.0	-234.0	0.0
2014-01-04_21:12:03_665237	1388869923665.0	32.0	156.0	-226.0	0.0
2014-01-04_21:12:03_671883	1388869923672.0	30.0	150.0	-220.0	0.0
2014-01-04_21:12:03_678601	1388869923678.0	20.0	144.0	-208.0	0.0
2014-01-04_21:12:03_685290	1388869923685.0	28.0	168.0	-220.0	0.0
2014-01-04_21:12:03_692002	1388869923692.0	24.0	158.0	-216.0	0.0
2014-01-04_21:12:03_698712	1388869923698.0	42.0	156.0	-210.0	0.0
2014-01-04_21:12:03_705400	1388869923705.0	30.0	152.0	-218.0	0.0
2014-01-04_21:12:03_712142	1388869923712.0	24.0	156.0	-232.0	0.0
2014-01-04_21:12:03_718849	1388869923719.0	28.0	148.0	-224.0	0.0
2014-01-04_21:12:03_725558	1388869923725.0	30.0	154.0	-206.0	0.0
2014-01-04_21:12:03_732301	1388869923732.0	22.0	172.0	-224.0	0.0
2014-01-04_21:12:03_739105	1388869923739.0	18.0	172.0	-230.0	0.0
2014-01-04_21:12:03_745886	1388869923746.0	38.0	158.0	-220.0	0.0
2014-01-04_21:12:03_752556	1388869923752.0	30.0	160.0	-216.0	0.0
2014-01-04_21:12:03_759223	1388869923759.0	30.0	164.0	-222.0	0.0
2014-01-04_21:12:03_765909	1388869923766.0	28.0	168.0	-220.0	0.0
2014-01-04_21:12:03_772622	1388869923772.0	28.0	150.0	-226.0	0.0
2014-01-04_21:12:03_779267	1388869923779.0	24.0	160.0	-234.0	0.0
2014-01-04_21:12:03_785925	1388869923786.0	38.0	168.0	-216.0	0.0
2014-01-04_21:12:03_792605	1388869923792.0	16.0	156.0	-216.0	0.0
2014-01-04_21:12:03_799274	1388869923799.0	24.0	154.0	-218.0	0.0
2014-01-04_21:12:03_805960	1388869923806.0	22.0	170.0	-224.0	0.0
2014-01-04_21:12:03_812658	1388869923812.0	24.0	164.0	-220.0	0.0
2014-01-04_21:12:03_819328	1388869923819.0	26.0	160.0	-214.0	0.0
2014-01-04_21:12:03_826008	1388869923826.0	40.0	150.0	-222.0	0.0
2014-01-04_21:12:03_832683	1388869923832.0	28.0	156.0	-234.0	0.0
2014-01-04_21:12:03_839401	1388869923839.0	26.0	158.0	-218.0	0.0
2014-01-04_21:12:03_846132	1388869923846.0	24.0	156.0	-232.0	0.0
2014-01-04_21:12:03_852889	1388869923853.0	28.0	150.0	-232.0	0.0
2014-01-04_21:12:03_859568	1388869923859.0	36.0	172.0	-200.0	0.0
2014-01-04_21:12:03_866241	1388869923866.0	28.0	158.0	-230.0	0.0
2014-01-04_21:12:03_872889	1388869923873.0	30.0	170.0	-224.0	0.0
2014-01-04_21:12:03_879556	1388869923879.0	28.0	158.0	-212.0	0.0
2014-01-04_21:12:03_886246	1388869923886.0	22.0	140.0	-228.0	0.0
2014-01-04_21:12:03_892899	1388869923893.0	26.0	172.0	-216.0	0.0
2014-01-04_21:12:03_899565	1388869923899.0	22.0	156.0	-224.0	0.0
2014-01-04_21:12:03_906254	1388869923906.0	28.0	168.0	-230.0	0.0
2014-01-04_21:12:03_912903	1388869923913.0	0.0	160.0	-212.0	0.0
2014-01-04_21:12:03_919636	1388869923919.0	34.0	150.0	-220.0	0.0
2014-01-04_21:12:03_926337	1388869923926.0	26.0	164.0	-220.0	0.0
2014-01-04_21:12:03_933025	1388869923933.0	14.0	162.0	-230.0	0.0
2014-01-04_21:12:03_940212	1388869923940.0	22.0	154.0	-214.0	0.0
2014-01-04_21:12:03_947023	1388869923947.0	20.0	172.0	-216.0	0.0
2014-01-04_21:12:03_953695	1388869923953.0	16.0	168.0	-218.0	0.0
2014-01-04_21:12:03_960378	1388869923960.0	22.0	170.0	-224.0	0.0
2014-01-04_21:12:03_967033	1388869923967.0	0.0	162.0	-214.0	0.0
2014-01-04_21:12:03_973697	1388869923973.0	30.0	150.0	-216.0	0.0
2014-01-04_21:12:03_980356	1388869923980.0	32.0	152.0	-220.0	0.0
2014-01-04_21:12:03_987130	1388869923987.0	36.0	156.0	-214.0	0.0
2014-01-04_21:12:03_993802	1388869923994.0	30.0	156.0	-222.0	0.0
2014-01-04_21:12:04_000475	1388869924000.0	24.0	156.0	-228.0	0.0
2014-01-04_21:12:04_007165	1388869924007.0	32.0	168.0	-232.0	0.0
2014-01-04_21:12:04_013846	1388869924014.0	30.0	158.0	-220.0	0.0
2014-01-04_21:12:04_020614	1388869924020.0	32.0	152.0	-214.0	0.0
2014-01-04_21:12:04_027297	1388869924027.0	26.0	160.0	-208.0	0.0
2014-01-04_21:12:04_033935	1388869924034.0	34.0	164.0	-234.0	0.0
2014-01-04_21:12:04_040629	1388869924041.0	14.0	166.0	-222.0	0.0
2014-01-04_21:12:04_047686	1388869924047.0	34.0	152.0	-220.0	0.0
2014-01-04_21:12:04_054389	1388869924054.0	22.0	160.0	-222.0	0.0
2014-01-04_21:12:04_061089	1388869924061.0	28.0	144.0	-230.0	0.0
2014-01-04_21:12:04_067765	1388869924067.0	16.0	146.0	-224.0	0.0
2014-01-04_21:12:04_074408	1388869924074.0	6.0	170.0	-218.0	0.0
2014-01-04_21:12:04_081083	1388869924081.0	12.0	158.0	-192.0	0.0
2014-01-04_21:12:04_087769	1388869924088.0	18.0	166.0	-234.0	0.0
2014-01-04_21:12:04_094412	1388869924094.0	14.0	162.0	-222.0	0.0
2014-01-04_21:12:04_101095	1388869924101.0	24.0	158.0	-224.0	0.0
2014-01-04_21:12:04_107796	1388869924108.0	36.0	164.0	-222.0	0.0
2014-01-04_21:12:04_114465	1388869924114.0	14.0	160.0	-214.0	0.0
2014-01-04_21:12:04_121146	1388869924121.0	28.0	158.0	-228.0	0.0
2014-01-04_21:12:04_127844	1388869924128.0	42.0	158.0	-214.0	0.0
2014-01-04_21:12:04_134563	1388869924134.0	42.0	158.0	-222.0	0.0
2014-01-04_21:12:04_141265	1388869924141.0	46.0	150.0	-214.0	0.0
2014-01-04_21:12:04_148136	1388869924148.0	32.0	164.0	-216.0	0.0
2014-01-04_21:12:04_154923	1388869924155.0	24.0	160.0	-224.0	0.0
2014-01-04_21:12:04_161597	1388869924161.0	22.0	168.0	-240.0	0.0
2014-01-04_21:12:04_168262	1388869924168.0	22.0	142.0	-192.0	0.0
2014-01-04_21:12:04_174909	1388869924175.0	36.0	170.0	-212.0	0.0
2014-01-04_21:12:04_181612	1388869924181.0	42.0	160.0	-206.0	0.0
2014-01-04_21:12:04_188309	1388869924188.0	16.0	162.0	-228.0	0.0
2014-01-04_21:12:04_195051	1388869924195.0	26.0	164.0	-222.0	0.0
2014-01-04_21:12:04_201719	1388869924201.0	20.0	154.0	-202.0	0.0
2014-01-04_21:12:04_208421	1388869924208.0	22.0	164.0	-210.0	0.0
2014-01-04_21:12:04_215081	1388869924215.0	28.0	158.0	-218.0	0.0
2014-01-04_21:12:04_221773	1388869924222.0	18.0	158.0	-224.0	0.0
2014-01-04_21:12:04_228512	1388869924228.0	26.0	156.0	-232.0	0.0
2014-01-04_21:12:04_235224	1388869924235.0	24.0	152.0	-236.0	0.0
2014-01-04_21:12:04_241891	1388869924242.0	12.0	162.0	-212.0	0.0
2014-01-04_21:12:04_248621	1388869924248.0	24.0	158.0	-226.0	0.0
2014-01-04_21:12:04_255324	1388869924255.0	30.0	160.0	-216.0	0.0
2014-01-04_21:12:04_262071	1388869924262.0	30.0	164.0	-232.0	0.0
2014-01-04_21:12:04_268767	1388869924269.0	32.0	168.0	-208.0	0.0
2014-01-04_21:12:04_275415	1388869924275.0	24.0	158.0	-226.0	0.0
2014-01-04_21:12:04_282203	1388869924282.0	20.0	148.0	-218.0	0.0
2014-01-04_21:12:04_288864	1388869924289.0	30.0	168.0	-218.0	0.0
2014-01-04_21:12:04_295518	1388869924295.0	34.0	162.0	-228.0	0.0
2014-01-04_21:12:04_302360	1388869924302.0	30.0	158.0	-230.0	0.0
2014-01-04_21:12:04_309119	1388869924309.0	24.0	158.0	-222.0	0.0
2014-01-04_21:12:04_315850	1388869924316.0	26.0	144.0	-210.0	0.0
2014-01-04_21:12:04_322503	1388869924322.0	22.0	160.0	-216.0	0.0
2014-01-04_21:12:04_329190	1388869924329.0	28.0	166.0	-216.0	0.0
2014-01-04_21:12:04_335903	1388869924336.0	24.0	162.0	-210.0	0.0
2014-01-04_21:12:04_342567	1388869924342.0	20.0	160.0	-220.0	0.0
2014-01-04_21:12:04_349457	1388869924349.0	22.0	168.0	-216.0	0.0
2014-01-04_21:12:04_356232	1388869924356.0	34.0	158.0	-218.0	0.0
2014-01-04_21:12:04_362989	1388869924363.0	30.0	158.0	-228.0	0.0
2014-01-04_21:12:04_369653	1388869924369.0	24.0	150.0	-234.0	0.0
2014-01-04_21:12:04_376344	1388869924376.0	30.0	158.0	-228.0	0.0
2014-01-04_21:12:04_383065	1388869924383.0	30.0	156.0	-220.0	0.0
2014-01-04_21:12:04_389777	1388869924390.0	22.0	152.0	-226.0	0.0
2014-01-04_21:12:04_396500	1388869924396.0	22.0	156.0	-212.0	0.0
2014-01-04_21:12:04_403206	1388869924403.0	24.0	150.0	-224.0	0.0
2014-01-04_21:12:04_409892	1388869924410.0	44.0	168.0	-262.0	0.0
2014-01-04_21:12:04_416580	1388869924416.0	52.0	158.0	-230.0	0.0
2014-01-04_21:12:04_423253	1388869924423.0	28.0	166.0	-270.0	0.0
2014-01-04_21:12:04_429928	1388869924430.0	30.0	162.0	-222.0	0.0
2014-01-04_21:12:04_436686	1388869924436.0	32.0	142.0	-218.0	0.0
2014-01-04_21:12:04_443346	1388869924443.0	28.0	142.0	-218.0	0.0
2014-01-04_21:12:04_450022	1388869924450.0	28.0	158.0	-214.0	0.0
2014-01-04_21:12:04_457094	1388869924457.0	18.0	160.0	-226.0	0.0
2014-01-04_21:12:04_463834	1388869924464.0	14.0	160.0	-208.0	0.0
