datetime	speed	x	y	z	d
2014-01-04_21:12:12_332959	1388869932333.0	23.0	150.0	-227.0	0.0
2014-01-04_21:12:12_339738	1388869932339.0	23.0	150.0	-227.0	0.0
2014-01-04_21:12:12_346456	1388869932346.0	25.0	149.0	-228.0	0.0
2014-01-04_21:12:12_353158	1388869932353.0	25.0	149.0	-228.0	0.0
2014-01-04_21:12:12_359839	1388869932360.0	25.0	149.0	-228.0	0.0
2014-01-04_21:12:12_366563	1388869932366.0	23.0	149.0	-227.0	0.0
2014-01-04_21:12:12_373285	1388869932373.0	23.0	149.0	-227.0	0.0
2014-01-04_21:12:12_380012	1388869932380.0	23.0	149.0	-227.0	0.0
2014-01-04_21:12:12_386694	1388869932386.0	22.0	150.0	-229.0	0.0
2014-01-04_21:12:12_393380	1388869932393.0	22.0	150.0	-229.0	0.0
2014-01-04_21:12:12_400054	1388869932400.0	22.0	150.0	-229.0	0.0
2014-01-04_21:12:12_406730	1388869932406.0	22.0	149.0	-228.0	0.0
2014-01-04_21:12:12_413473	1388869932413.0	22.0	149.0	-228.0	0.0
2014-01-04_21:12:12_420156	1388869932420.0	24.0	148.0	-226.0	0.0
2014-01-04_21:12:12_426874	1388869932427.0	24.0	148.0	-226.0	0.0
2014-01-04_21:12:12_433578	1388869932433.0	24.0	148.0	-226.0	0.0
2014-01-04_21:12:12_440331	1388869932440.0	25.0	148.0	-226.0	0.0
2014-01-04_21:12:12_447081	1388869932447.0	25.0	148.0	-226.0	0.0
2014-01-04_21:12:12_453763	1388869932453.0	25.0	148.0	-226.0	0.0
2014-01-04_21:12:12_460444	1388869932460.0	26.0	148.0	-226.0	0.0
2014-01-04_21:12:12_467143	1388869932467.0	26.0	148.0	-226.0	0.0
2014-01-04_21:12:12_473827	1388869932474.0	26.0	148.0	-226.0	0.0
2014-01-04_21:12:12_480497	1388869932480.0	28.0	149.0	-228.0	0.0
2014-01-04_21:12:12_487158	1388869932487.0	28.0	149.0	-228.0	0.0
2014-01-04_21:12:12_493834	1388869932494.0	28.0	149.0	-228.0	0.0
2014-01-04_21:12:12_500513	1388869932500.0	30.0	148.0	-226.0	0.0
2014-01-04_21:12:12_507221	1388869932507.0	30.0	148.0	-226.0	0.0
2014-01-04_21:12:12_513904	1388869932514.0	30.0	148.0	-226.0	0.0
2014-01-04_21:12:12_520583	1388869932520.0	26.0	149.0	-225.0	0.0
2014-01-04_21:12:12_527257	1388869932527.0	26.0	149.0	-225.0	0.0
2014-01-04_21:12:12_533926	1388869932534.0	26.0	149.0	-225.0	0.0
2014-01-04_21:12:12_540677	1388869932540.0	23.0	147.0	-228.0	0.0
2014-01-04_21:12:12_547753	1388869932548.0	23.0	147.0	-228.0	0.0
2014-01-04_21:12:12_554443	1388869932554.0	23.0	147.0	-228.0	0.0
2014-01-04_21:12:12_561127	1388869932561.0	23.0	150.0	-226.0	0.0
2014-01-04_21:12:12_567819	1388869932568.0	23.0	150.0	-226.0	0.0
2014-01-04_21:12:12_574520	1388869932574.0	23.0	150.0	-226.0	0.0
2014-01-04_21:12:12_581245	1388869932581.0	27.0	150.0	-227.0	0.0
2014-01-04_21:12:12_587957	1388869932588.0	27.0	150.0	-227.0	0.0
2014-01-04_21:12:12_594650	1388869932594.0	27.0	150.0	-227.0	0.0
2014-01-04_21:12:12_601350	1388869932601.0	28.0	149.0	-224.0	0.0
2014-01-04_21:12:12_608039	1388869932608.0	28.0	149.0	-224.0	0.0
2014-01-04_21:12:12_614713	1388869932614.0	23.0	151.0	-227.0	0.0
2014-01-04_21:12:12_621469	1388869932621.0	23.0	151.0	-227.0	0.0
2014-01-04_21:12:12_628170	1388869932628.0	23.0	151.0	-227.0	0.0
2014-01-04_21:12:12_634841	1388869932635.0	25.0	151.0	-226.0	0.0
2014-01-04_21:12:12_641523	1388869932641.0	25.0	151.0	-226.0	0.0
2014-01-04_21:12:12_648255	1388869932648.0	25.0	151.0	-226.0	0.0
2014-01-04_21:12:12_654946	1388869932655.0	27.0	148.0	-227.0	0.0
2014-01-04_21:12:12_661649	1388869932661.0	27.0	148.0	-227.0	0.0
2014-01-04_21:12:12_668343	1388869932668.0	27.0	148.0	-227.0	0.0
2014-01-04_21:12:12_675022	1388869932675.0	25.0	148.0	-227.0	0.0
2014-01-04_21:12:12_681701	1388869932681.0	25.0	148.0	-227.0	0.0
2014-01-04_21:12:12_688357	1388869932688.0	25.0	148.0	-227.0	0.0
2014-01-04_21:12:12_695015	1388869932695.0	26.0	148.0	-228.0	0.0
2014-01-04_21:12:12_701705	1388869932701.0	26.0	148.0	-228.0	0.0
2014-01-04_21:12:12_708403	1388869932708.0	26.0	148.0	-228.0	0.0
2014-01-04_21:12:12_715072	1388869932715.0	26.0	151.0	-226.0	0.0
2014-01-04_21:12:12_721757	1388869932721.0	26.0	151.0	-226.0	0.0
2014-01-04_21:12:12_728444	1388869932728.0	26.0	151.0	-226.0	0.0
2014-01-04_21:12:12_735132	1388869932735.0	24.0	150.0	-223.0	0.0
2014-01-04_21:12:12_741834	1388869932742.0	24.0	150.0	-223.0	0.0
2014-01-04_21:12:12_748546	1388869932748.0	24.0	150.0	-223.0	0.0
2014-01-04_21:12:12_755252	1388869932755.0	25.0	150.0	-226.0	0.0
2014-01-04_21:12:12_762000	1388869932762.0	25.0	150.0	-226.0	0.0
2014-01-04_21:12:12_768694	1388869932768.0	25.0	150.0	-226.0	0.0
2014-01-04_21:12:12_775367	1388869932775.0	26.0	151.0	-226.0	0.0
2014-01-04_21:12:12_782135	1388869932782.0	26.0	151.0	-226.0	0.0
2014-01-04_21:12:12_788813	1388869932789.0	26.0	151.0	-226.0	0.0
2014-01-04_21:12:12_795545	1388869932795.0	25.0	148.0	-225.0	0.0
2014-01-04_21:12:12_802301	1388869932802.0	25.0	148.0	-225.0	0.0
2014-01-04_21:12:12_808997	1388869932809.0	23.0	146.0	-229.0	0.0
2014-01-04_21:12:12_815741	1388869932815.0	23.0	146.0	-229.0	0.0
2014-01-04_21:12:12_822503	1388869932822.0	23.0	146.0	-229.0	0.0
2014-01-04_21:12:12_829191	1388869932829.0	23.0	149.0	-224.0	0.0
2014-01-04_21:12:12_835974	1388869932836.0	23.0	149.0	-224.0	0.0
2014-01-04_21:12:12_842677	1388869932842.0	23.0	149.0	-224.0	0.0
2014-01-04_21:12:12_849578	1388869932849.0	25.0	148.0	-226.0	0.0
2014-01-04_21:12:12_856300	1388869932856.0	25.0	148.0	-226.0	0.0
2014-01-04_21:12:12_862985	1388869932863.0	25.0	148.0	-226.0	0.0
2014-01-04_21:12:12_869683	1388869932869.0	25.0	149.0	-227.0	0.0
2014-01-04_21:12:12_876371	1388869932876.0	25.0	149.0	-227.0	0.0
2014-01-04_21:12:12_883030	1388869932883.0	25.0	149.0	-227.0	0.0
2014-01-04_21:12:12_889693	1388869932889.0	25.0	149.0	-227.0	0.0
2014-01-04_21:12:12_896393	1388869932896.0	25.0	149.0	-227.0	0.0
2014-01-04_21:12:12_903088	1388869932903.0	25.0	149.0	-227.0	0.0
2014-01-04_21:12:12_909796	1388869932910.0	26.0	149.0	-225.0	0.0
2014-01-04_21:12:12_916493	1388869932916.0	26.0	149.0	-225.0	0.0
2014-01-04_21:12:12_923167	1388869932923.0	26.0	149.0	-225.0	0.0
2014-01-04_21:12:12_929867	1388869932930.0	25.0	148.0	-224.0	0.0
2014-01-04_21:12:12_936570	1388869932936.0	25.0	148.0	-224.0	0.0
2014-01-04_21:12:12_943258	1388869932943.0	25.0	148.0	-224.0	0.0
2014-01-04_21:12:12_949964	1388869932950.0	27.0	149.0	-224.0	0.0
2014-01-04_21:12:12_956702	1388869932956.0	27.0	149.0	-224.0	0.0
2014-01-04_21:12:12_963415	1388869932963.0	27.0	149.0	-224.0	0.0
2014-01-04_21:12:12_970113	1388869932970.0	25.0	149.0	-227.0	0.0
2014-01-04_21:12:12_976836	1388869932977.0	25.0	149.0	-227.0	0.0
2014-01-04_21:12:12_983508	1388869932983.0	25.0	149.0	-227.0	0.0
2014-01-04_21:12:12_990188	1388869932990.0	25.0	150.0	-228.0	0.0
2014-01-04_21:12:12_996897	1388869932997.0	25.0	150.0	-228.0	0.0
2014-01-04_21:12:13_003641	1388869933003.0	23.0	148.0	-229.0	0.0
2014-01-04_21:12:13_010332	1388869933010.0	23.0	148.0	-229.0	0.0
2014-01-04_21:12:13_017035	1388869933017.0	23.0	148.0	-229.0	0.0
2014-01-04_21:12:13_023735	1388869933023.0	25.0	150.0	-225.0	0.0
2014-01-04_21:12:13_030507	1388869933030.0	25.0	150.0	-225.0	0.0
2014-01-04_21:12:13_037198	1388869933037.0	25.0	150.0	-225.0	0.0
2014-01-04_21:12:13_043969	1388869933044.0	25.0	148.0	-226.0	0.0
2014-01-04_21:12:13_050663	1388869933050.0	25.0	148.0	-226.0	0.0
2014-01-04_21:12:13_057408	1388869933057.0	25.0	148.0	-226.0	0.0
2014-01-04_21:12:13_064123	1388869933064.0	23.0	147.0	-225.0	0.0
2014-01-04_21:12:13_070812	1388869933071.0	23.0	147.0	-225.0	0.0
2014-01-04_21:12:13_077536	1388869933077.0	23.0	147.0	-225.0	0.0
2014-01-04_21:12:13_084209	1388869933084.0	25.0	150.0	-227.0	0.0
2014-01-04_21:12:13_090866	1388869933091.0	25.0	150.0	-227.0	0.0
2014-01-04_21:12:13_097572	1388869933097.0	25.0	150.0	-227.0	0.0
2014-01-04_21:12:13_104269	1388869933104.0	25.0	151.0	-226.0	0.0
2014-01-04_21:12:13_110979	1388869933111.0	25.0	151.0	-226.0	0.0
2014-01-04_21:12:13_117710	1388869933117.0	25.0	151.0	-226.0	0.0
2014-01-04_21:12:13_124392	1388869933124.0	25.0	148.0	-225.0	0.0
2014-01-04_21:12:13_131087	1388869933131.0	25.0	148.0	-225.0	0.0
2014-01-04_21:12:13_137792	1388869933138.0	25.0	148.0	-225.0	0.0
2014-01-04_21:12:13_144471	1388869933144.0	25.0	149.0	-226.0	0.0
2014-01-04_21:12:13_151162	1388869933151.0	25.0	149.0	-226.0	0.0
2014-01-04_21:12:13_157903	1388869933158.0	25.0	149.0	-226.0	0.0
2014-01-04_21:12:13_164619	1388869933164.0	26.0	148.0	-227.0	0.0
2014-01-04_21:12:13_171307	1388869933171.0	26.0	148.0	-227.0	0.0
2014-01-04_21:12:13_177989	1388869933178.0	26.0	148.0	-227.0	0.0
2014-01-04_21:12:13_184644	1388869933184.0	25.0	148.0	-225.0	0.0
2014-01-04_21:12:13_191325	1388869933191.0	25.0	148.0	-225.0	0.0
2014-01-04_21:12:13_198036	1388869933198.0	24.0	148.0	-225.0	0.0
2014-01-04_21:12:13_204709	1388869933204.0	24.0	148.0	-225.0	0.0
2014-01-04_21:12:13_211391	1388869933211.0	24.0	148.0	-225.0	0.0
2014-01-04_21:12:13_218103	1388869933218.0	24.0	150.0	-225.0	0.0
2014-01-04_21:12:13_224799	1388869933225.0	24.0	150.0	-225.0	0.0
2014-01-04_21:12:13_231487	1388869933231.0	24.0	150.0	-225.0	0.0
2014-01-04_21:12:13_238198	1388869933238.0	27.0	150.0	-225.0	0.0
2014-01-04_21:12:13_244867	1388869933245.0	27.0	150.0	-225.0	0.0
2014-01-04_21:12:13_251590	1388869933251.0	27.0	150.0	-225.0	0.0
2014-01-04_21:12:13_258324	1388869933258.0	27.0	150.0	-225.0	0.0
2014-01-04_21:12:13_265026	1388869933265.0	27.0	150.0	-225.0	0.0
2014-01-04_21:12:13_271712	1388869933271.0	27.0	150.0	-225.0	0.0
2014-01-04_21:12:13_278432	1388869933278.0	22.0	147.0	-225.0	0.0
2014-01-04_21:12:13_285093	1388869933285.0	22.0	147.0	-225.0	0.0
2014-01-04_21:12:13_291831	1388869933292.0	22.0	147.0	-225.0	0.0
2014-01-04_21:12:13_298531	1388869933298.0	25.0	148.0	-225.0	0.0
2014-01-04_21:12:13_305225	1388869933305.0	25.0	148.0	-225.0	0.0
2014-01-04_21:12:13_311905	1388869933312.0	25.0	148.0	-225.0	0.0
2014-01-04_21:12:13_318612	1388869933318.0	26.0	148.0	-227.0	0.0
2014-01-04_21:12:13_325316	1388869933325.0	26.0	148.0	-227.0	0.0
2014-01-04_21:12:13_332108	1388869933332.0	26.0	148.0	-227.0	0.0
2014-01-04_21:12:13_338785	1388869933339.0	24.0	150.0	-228.0	0.0
2014-01-04_21:12:13_345436	1388869933345.0	24.0	150.0	-228.0	0.0
2014-01-04_21:12:13_352386	1388869933352.0	24.0	150.0	-228.0	0.0
2014-01-04_21:12:13_359079	1388869933359.0	27.0	151.0	-225.0	0.0
2014-01-04_21:12:13_366148	1388869933366.0	27.0	151.0	-225.0	0.0
2014-01-04_21:12:13_372853	1388869933373.0	27.0	151.0	-225.0	0.0
2014-01-04_21:12:13_379538	1388869933379.0	25.0	147.0	-228.0	0.0
2014-01-04_21:12:13_386220	1388869933386.0	25.0	147.0	-228.0	0.0
2014-01-04_21:12:13_392913	1388869933393.0	26.0	149.0	-227.0	0.0
2014-01-04_21:12:13_399596	1388869933399.0	26.0	149.0	-227.0	0.0
2014-01-04_21:12:13_406301	1388869933406.0	26.0	149.0	-227.0	0.0
2014-01-04_21:12:13_412977	1388869933413.0	25.0	149.0	-227.0	0.0
2014-01-04_21:12:13_419746	1388869933419.0	25.0	149.0	-227.0	0.0
2014-01-04_21:12:13_426443	1388869933426.0	25.0	149.0	-227.0	0.0
2014-01-04_21:12:13_433134	1388869933433.0	26.0	149.0	-228.0	0.0
2014-01-04_21:12:13_439823	1388869933440.0	26.0	149.0	-228.0	0.0
2014-01-04_21:12:13_446590	1388869933446.0	26.0	149.0	-228.0	0.0
2014-01-04_21:12:13_453277	1388869933453.0	23.0	150.0	-226.0	0.0
2014-01-04_21:12:13_460047	1388869933460.0	23.0	150.0	-226.0	0.0
2014-01-04_21:12:13_466768	1388869933467.0	23.0	150.0	-226.0	0.0
2014-01-04_21:12:13_473474	1388869933473.0	24.0	147.0	-227.0	0.0
2014-01-04_21:12:13_480143	1388869933480.0	24.0	147.0	-227.0	0.0
2014-01-04_21:12:13_486921	1388869933487.0	24.0	147.0	-227.0	0.0
2014-01-04_21:12:13_493621	1388869933493.0	26.0	150.0	-228.0	0.0
2014-01-04_21:12:13_500302	1388869933500.0	26.0	150.0	-228.0	0.0
2014-01-04_21:12:13_507001	1388869933507.0	26.0	150.0	-228.0	0.0
2014-01-04_21:12:13_513695	1388869933513.0	27.0	152.0	-226.0	0.0
2014-01-04_21:12:13_520380	1388869933520.0	27.0	152.0	-226.0	0.0
2014-01-04_21:12:13_527097	1388869933527.0	27.0	152.0	-226.0	0.0
2014-01-04_21:12:13_533793	1388869933534.0	27.0	147.0	-227.0	0.0
2014-01-04_21:12:13_540503	1388869933540.0	27.0	147.0	-227.0	0.0
2014-01-04_21:12:13_547228	1388869933547.0	27.0	147.0	-227.0	0.0
2014-01-04_21:12:13_553903	1388869933554.0	25.0	148.0	-225.0	0.0
2014-01-04_21:12:13_560583	1388869933560.0	25.0	148.0	-225.0	0.0
2014-01-04_21:12:13_567763	1388869933568.0	26.0	148.0	-227.0	0.0
2014-01-04_21:12:13_574559	1388869933574.0	26.0	148.0	-227.0	0.0
2014-01-04_21:12:13_581252	1388869933581.0	26.0	148.0	-227.0	0.0
2014-01-04_21:12:13_588016	1388869933588.0	26.0	149.0	-227.0	0.0
2014-01-04_21:12:13_595379	1388869933595.0	26.0	149.0	-227.0	0.0
2014-01-04_21:12:13_602379	1388869933602.0	26.0	149.0	-227.0	0.0
2014-01-04_21:12:13_609069	1388869933609.0	25.0	147.0	-226.0	0.0
2014-01-04_21:12:13_615808	1388869933616.0	25.0	147.0	-226.0	0.0
2014-01-04_21:12:13_622577	1388869933622.0	25.0	147.0	-226.0	0.0
2014-01-04_21:12:13_629280	1388869933629.0	26.0	147.0	-228.0	0.0
2014-01-04_21:12:13_636069	1388869933636.0	26.0	147.0	-228.0	0.0
2014-01-04_21:12:13_642739	1388869933642.0	26.0	147.0	-228.0	0.0
2014-01-04_21:12:13_649433	1388869933649.0	25.0	149.0	-224.0	0.0
2014-01-04_21:12:13_656121	1388869933656.0	25.0	149.0	-224.0	0.0
2014-01-04_21:12:13_662809	1388869933663.0	25.0	149.0	-224.0	0.0
2014-01-04_21:12:13_669580	1388869933669.0	25.0	150.0	-226.0	0.0
2014-01-04_21:12:13_676293	1388869933676.0	25.0	150.0	-226.0	0.0
2014-01-04_21:12:13_682974	1388869933683.0	25.0	150.0	-226.0	0.0
2014-01-04_21:12:13_689634	1388869933689.0	25.0	150.0	-226.0	0.0
2014-01-04_21:12:13_696329	1388869933696.0	25.0	150.0	-226.0	0.0
2014-01-04_21:12:13_703042	1388869933703.0	25.0	150.0	-226.0	0.0
2014-01-04_21:12:13_709756	1388869933709.0	26.0	148.0	-226.0	0.0
2014-01-04_21:12:13_716454	1388869933716.0	26.0	148.0	-226.0	0.0
2014-01-04_21:12:13_723127	1388869933723.0	26.0	148.0	-227.0	0.0
2014-01-04_21:12:13_729828	1388869933730.0	26.0	148.0	-227.0	0.0
2014-01-04_21:12:13_736525	1388869933736.0	26.0	148.0	-227.0	0.0
2014-01-04_21:12:13_743205	1388869933743.0	27.0	151.0	-224.0	0.0
2014-01-04_21:12:13_749905	1388869933750.0	27.0	151.0	-224.0	0.0
2014-01-04_21:12:13_756604	1388869933756.0	27.0	151.0	-224.0	0.0
2014-01-04_21:12:13_763275	1388869933763.0	27.0	151.0	-226.0	0.0
2014-01-04_21:12:13_770000	1388869933770.0	27.0	151.0	-226.0	0.0
2014-01-04_21:12:13_776748	1388869933776.0	27.0	151.0	-226.0	0.0
2014-01-04_21:12:13_783431	1388869933783.0	26.0	146.0	-225.0	0.0
2014-01-04_21:12:13_790125	1388869933790.0	26.0	146.0	-225.0	0.0
2014-01-04_21:12:13_796878	1388869933797.0	26.0	146.0	-225.0	0.0
2014-01-04_21:12:13_803554	1388869933803.0	24.0	147.0	-228.0	0.0
2014-01-04_21:12:13_810255	1388869933810.0	24.0	147.0	-228.0	0.0
2014-01-04_21:12:13_816951	1388869933817.0	24.0	147.0	-228.0	0.0
2014-01-04_21:12:13_823643	1388869933823.0	26.0	148.0	-229.0	0.0
2014-01-04_21:12:13_830367	1388869933830.0	26.0	148.0	-229.0	0.0
2014-01-04_21:12:13_837064	1388869933837.0	26.0	148.0	-229.0	0.0
2014-01-04_21:12:13_844072	1388869933844.0	25.0	148.0	-226.0	0.0
2014-01-04_21:12:13_850772	1388869933851.0	25.0	148.0	-226.0	0.0
2014-01-04_21:12:13_857464	1388869933857.0	25.0	148.0	-226.0	0.0
2014-01-04_21:12:13_864144	1388869933864.0	27.0	149.0	-224.0	0.0
2014-01-04_21:12:13_870822	1388869933871.0	27.0	149.0	-224.0	0.0
2014-01-04_21:12:13_877876	1388869933878.0	27.0	149.0	-224.0	0.0
2014-01-04_21:12:13_884555	1388869933884.0	27.0	148.0	-225.0	0.0
2014-01-04_21:12:13_891219	1388869933891.0	27.0	148.0	-225.0	0.0
2014-01-04_21:12:13_897922	1388869933898.0	27.0	148.0	-225.0	0.0
2014-01-04_21:12:13_904613	1388869933904.0	27.0	150.0	-227.0	0.0
2014-01-04_21:12:13_911283	1388869933911.0	27.0	150.0	-227.0	0.0
2014-01-04_21:12:13_917990	1388869933918.0	25.0	149.0	-225.0	0.0
2014-01-04_21:12:13_924666	1388869933924.0	25.0	149.0	-225.0	0.0
2014-01-04_21:12:13_931349	1388869933931.0	25.0	149.0	-225.0	0.0
2014-01-04_21:12:13_938052	1388869933938.0	25.0	148.0	-224.0	0.0
2014-01-04_21:12:13_944731	1388869933944.0	25.0	148.0	-224.0	0.0
2014-01-04_21:12:13_951400	1388869933951.0	25.0	148.0	-224.0	0.0
2014-01-04_21:12:13_958094	1388869933958.0	25.0	148.0	-227.0	0.0
2014-01-04_21:12:13_964771	1388869933965.0	25.0	148.0	-227.0	0.0
2014-01-04_21:12:13_971447	1388869933971.0	25.0	148.0	-227.0	0.0
2014-01-04_21:12:13_978166	1388869933978.0	26.0	149.0	-227.0	0.0
2014-01-04_21:12:13_984849	1388869933985.0	26.0	149.0	-227.0	0.0
2014-01-04_21:12:13_991518	1388869933991.0	26.0	149.0	-227.0	0.0
2014-01-04_21:12:13_998254	1388869933998.0	26.0	150.0	-225.0	0.0
2014-01-04_21:12:14_004927	1388869934005.0	26.0	150.0	-225.0	0.0
2014-01-04_21:12:14_011605	1388869934011.0	26.0	150.0	-225.0	0.0
2014-01-04_21:12:14_018291	1388869934018.0	25.0	150.0	-226.0	0.0
2014-01-04_21:12:14_024977	1388869934025.0	25.0	150.0	-226.0	0.0
2014-01-04_21:12:14_031664	1388869934031.0	25.0	150.0	-226.0	0.0
2014-01-04_21:12:14_038376	1388869934038.0	24.0	149.0	-226.0	0.0
2014-01-04_21:12:14_045059	1388869934045.0	24.0	149.0	-226.0	0.0
2014-01-04_21:12:14_051825	1388869934052.0	24.0	149.0	-226.0	0.0
2014-01-04_21:12:14_058529	1388869934058.0	25.0	148.0	-227.0	0.0
2014-01-04_21:12:14_065208	1388869934065.0	25.0	148.0	-227.0	0.0
2014-01-04_21:12:14_071881	1388869934072.0	25.0	148.0	-227.0	0.0
2014-01-04_21:12:14_078637	1388869934078.0	27.0	148.0	-226.0	0.0
2014-01-04_21:12:14_085325	1388869934085.0	27.0	148.0	-226.0	0.0
2014-01-04_21:12:14_092227	1388869934092.0	27.0	148.0	-226.0	0.0
2014-01-04_21:12:14_098930	1388869934099.0	25.0	149.0	-225.0	0.0
2014-01-04_21:12:14_105631	1388869934105.0	25.0	149.0	-225.0	0.0
2014-01-04_21:12:14_112379	1388869934112.0	26.0	150.0	-226.0	0.0
2014-01-04_21:12:14_119067	1388869934119.0	26.0	150.0	-226.0	0.0
2014-01-04_21:12:14_125825	1388869934126.0	26.0	150.0	-226.0	0.0
2014-01-04_21:12:14_132520	1388869934132.0	26.0	150.0	-226.0	0.0
2014-01-04_21:12:14_139252	1388869934139.0	26.0	150.0	-226.0	0.0
2014-01-04_21:12:14_145966	1388869934146.0	26.0	150.0	-226.0	0.0
2014-01-04_21:12:14_152812	1388869934153.0	25.0	147.0	-225.0	0.0
2014-01-04_21:12:14_159511	1388869934159.0	25.0	147.0	-225.0	0.0
2014-01-04_21:12:14_166214	1388869934166.0	25.0	147.0	-225.0	0.0
2014-01-04_21:12:14_172891	1388869934173.0	24.0	149.0	-225.0	0.0
2014-01-04_21:12:14_179996	1388869934180.0	24.0	149.0	-225.0	0.0
2014-01-04_21:12:14_186712	1388869934186.0	24.0	149.0	-225.0	0.0
2014-01-04_21:12:14_193402	1388869934193.0	26.0	148.0	-226.0	0.0
2014-01-04_21:12:14_200079	1388869934200.0	26.0	148.0	-226.0	0.0
2014-01-04_21:12:14_206808	1388869934207.0	26.0	148.0	-226.0	0.0
2014-01-04_21:12:14_213556	1388869934213.0	25.0	147.0	-226.0	0.0
2014-01-04_21:12:14_220251	1388869934220.0	25.0	147.0	-226.0	0.0
2014-01-04_21:12:14_226932	1388869934227.0	25.0	147.0	-226.0	0.0
2014-01-04_21:12:14_233615	1388869934233.0	25.0	149.0	-227.0	0.0
2014-01-04_21:12:14_240320	1388869934240.0	25.0	149.0	-227.0	0.0
2014-01-04_21:12:14_247053	1388869934247.0	25.0	149.0	-227.0	0.0
2014-01-04_21:12:14_253739	1388869934253.0	22.0	149.0	-224.0	0.0
2014-01-04_21:12:14_260421	1388869934260.0	22.0	149.0	-224.0	0.0
2014-01-04_21:12:14_267108	1388869934267.0	22.0	149.0	-224.0	0.0
2014-01-04_21:12:14_273783	1388869934274.0	26.0	148.0	-228.0	0.0
2014-01-04_21:12:14_280454	1388869934281.0	26.0	148.0	-228.0	0.0
2014-01-04_21:12:14_287467	1388869934287.0	27.0	149.0	-227.0	0.0
2014-01-04_21:12:14_294151	1388869934294.0	27.0	149.0	-227.0	0.0
2014-01-04_21:12:14_300830	1388869934301.0	27.0	149.0	-227.0	0.0
2014-01-04_21:12:14_307539	1388869934307.0	26.0	148.0	-226.0	0.0
2014-01-04_21:12:14_314217	1388869934314.0	26.0	148.0	-226.0	0.0
2014-01-04_21:12:14_320904	1388869934321.0	26.0	148.0	-226.0	0.0
2014-01-04_21:12:14_327596	1388869934327.0	25.0	149.0	-225.0	0.0
2014-01-04_21:12:14_334292	1388869934334.0	25.0	149.0	-225.0	0.0
2014-01-04_21:12:14_340968	1388869934341.0	25.0	149.0	-225.0	0.0
2014-01-04_21:12:14_347693	1388869934347.0	26.0	148.0	-226.0	0.0
2014-01-04_21:12:14_354380	1388869934354.0	26.0	148.0	-226.0	0.0
2014-01-04_21:12:14_361064	1388869934361.0	26.0	148.0	-226.0	0.0
2014-01-04_21:12:14_367756	1388869934367.0	25.0	150.0	-227.0	0.0
2014-01-04_21:12:14_374438	1388869934374.0	25.0	150.0	-227.0	0.0
2014-01-04_21:12:14_381124	1388869934381.0	25.0	150.0	-227.0	0.0
2014-01-04_21:12:14_387904	1388869934388.0	26.0	149.0	-224.0	0.0
2014-01-04_21:12:14_394602	1388869934394.0	26.0	149.0	-224.0	0.0
2014-01-04_21:12:14_401287	1388869934401.0	26.0	149.0	-224.0	0.0
2014-01-04_21:12:14_407980	1388869934408.0	25.0	148.0	-223.0	0.0
2014-01-04_21:12:14_414694	1388869934414.0	25.0	148.0	-223.0	0.0
2014-01-04_21:12:14_421419	1388869934421.0	25.0	148.0	-223.0	0.0
2014-01-04_21:12:14_428153	1388869934428.0	27.0	150.0	-228.0	0.0
2014-01-04_21:12:14_434831	1388869934435.0	27.0	150.0	-228.0	0.0
2014-01-04_21:12:14_441516	1388869934441.0	27.0	150.0	-228.0	0.0
2014-01-04_21:12:14_448209	1388869934448.0	26.0	150.0	-227.0	0.0
2014-01-04_21:12:14_454887	1388869934455.0	26.0	150.0	-227.0	0.0
2014-01-04_21:12:14_461655	1388869934461.0	26.0	150.0	-227.0	0.0
2014-01-04_21:12:14_468358	1388869934468.0	24.0	150.0	-226.0	0.0
2014-01-04_21:12:14_475030	1388869934475.0	24.0	150.0	-226.0	0.0
2014-01-04_21:12:14_481701	1388869934481.0	26.0	148.0	-227.0	0.0
2014-01-04_21:12:14_488398	1388869934488.0	26.0	148.0	-227.0	0.0
2014-01-04_21:12:14_495075	1388869934495.0	26.0	148.0	-227.0	0.0
2014-01-04_21:12:14_501766	1388869934502.0	27.0	150.0	-222.0	0.0
2014-01-04_21:12:14_508474	1388869934508.0	27.0	150.0	-222.0	0.0
2014-01-04_21:12:14_515138	1388869934515.0	27.0	150.0	-222.0	0.0
2014-01-04_21:12:14_521817	1388869934522.0	26.0	148.0	-226.0	0.0
2014-01-04_21:12:14_528497	1388869934528.0	26.0	148.0	-226.0	0.0
2014-01-04_21:12:14_535161	1388869934535.0	26.0	148.0	-226.0	0.0
2014-01-04_21:12:14_541878	1388869934542.0	24.0	150.0	-226.0	0.0
2014-01-04_21:12:14_548602	1388869934548.0	24.0	150.0	-226.0	0.0
2014-01-04_21:12:14_555269	1388869934555.0	24.0	150.0	-226.0	0.0
2014-01-04_21:12:14_562015	1388869934562.0	28.0	146.0	-227.0	0.0
2014-01-04_21:12:14_568716	1388869934568.0	28.0	146.0	-227.0	0.0
2014-01-04_21:12:14_575398	1388869934575.0	28.0	146.0	-227.0	0.0
2014-01-04_21:12:14_582128	1388869934582.0	29.0	150.0	-227.0	0.0
2014-01-04_21:12:14_589298	1388869934589.0	29.0	150.0	-227.0	0.0
2014-01-04_21:12:14_601807	1388869934602.0	29.0	150.0	-227.0	0.0
2014-01-04_21:12:14_609185	1388869934609.0	26.0	149.0	-230.0	0.0
2014-01-04_21:12:14_615909	1388869934616.0	26.0	149.0	-230.0	0.0
2014-01-04_21:12:14_622689	1388869934622.0	24.0	148.0	-226.0	0.0
